participant_id,cluster_id,occupation,day_surveyed,frequency_of_interaction,relationship,contact_type,total_time_contact,agecat_contact,agecat_participant,number_casual_contacts,distance_from_home,Rural
4817,48,agriculture,Monday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,55-64y olds,20 - 29,0,Yes
4817,48,agriculture,Monday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,55-64y olds,20 - 29,0,Yes
4820,48,others,Monday,Daily or almost daily,Household member,Physical,>4h,10-14y olds,2-4y olds,Don't know,0,Yes
4820,48,others,Monday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,2-4y olds,Don't know,0,Yes
4820,48,others,Monday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,2-4y olds,Don't know,0,Yes
4820,48,others,Monday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,2-4y olds,Don't know,0,Yes
4820,48,others,Monday,Daily or almost daily,Household member,Physical,>4h,10-14y olds,2-4y olds,Don't know,0,Yes
4820,48,others,Monday,Daily or almost daily,Friend,Nonphysical,2h - <4h,2-4y olds,2-4y olds,Don't know,0,Yes
4820,48,others,Monday,Daily or almost daily,Household member,Physical,>4h,45-54Y olds,2-4y olds,Don't know,0,Yes
4821,48,agriculture,Monday,Daily or almost daily,Household member,Nonphysical,>4h,10-14y olds,45-54Y olds,Oct-19,0,Yes
4821,48,agriculture,Monday,Daily or almost daily,Household member,Nonphysical,>4h,15-24y olds,45-54Y olds,Oct-19,0,Yes
4821,48,agriculture,Monday,Daily or almost daily,Household member,Nonphysical,>4h,15-24y olds,45-54Y olds,Oct-19,0,Yes
4823,48,school college university student,Monday,Daily or almost daily,Household member,Nonphysical,>4h,15-24y olds,10-14y olds,0-9,0,Yes
4823,48,school college university student,Monday,Daily or almost daily,Household member,Nonphysical,>4h,55-64y olds,10-14y olds,0-9,0,Yes
4823,48,school college university student,Monday,Daily or almost daily,Household member,Nonphysical,>4h,45-54Y olds,10-14y olds,0-9,0,Yes
4823,48,school college university student,Monday,Daily or almost daily,Household member,Nonphysical,>4h,15-24y olds,10-14y olds,0-9,0,Yes
4825,48,pre-school child,Monday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,<2y olds,0-9,0,Yes
4825,48,pre-school child,Monday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,<2y olds,0-9,0,Yes
4825,48,pre-school child,Monday,Daily or almost daily,Other relative,Physical,1h - <2h,15-24y olds,<2y olds,0-9,0,Yes
4830,48,agriculture,Monday,Daily or almost daily,Friend,Nonphysical,2h - <4h,35-44y olds,25-34y olds,30+,8,Yes
4830,48,agriculture,Monday,Daily or almost daily,Other relative,Nonphysical,1h - <2h,15-24y olds,25-34y olds,30+,0,Yes
4830,48,agriculture,Monday,Daily or almost daily,Household member,Nonphysical,>4h,10-14y olds,25-34y olds,30+,0,Yes
4830,48,agriculture,Monday,Daily or almost daily,Household member,Nonphysical,>4h,5-9y olds,25-34y olds,30+,0,Yes
4830,48,agriculture,Monday,Daily or almost daily,Friend,Nonphysical,2h - <4h,35-44y olds,25-34y olds,30+,0,Yes
4830,48,agriculture,Monday,Daily or almost daily,Other relative,Nonphysical,1h - <2h,45-54Y olds,25-34y olds,30+,0,Yes
4830,48,agriculture,Monday,Daily or almost daily,Friend,Nonphysical,2h - <4h,25-34y olds,25-34y olds,30+,8,Yes
4830,48,agriculture,Monday,Daily or almost daily,Friend,Nonphysical,2h - <4h,25-34y olds,25-34y olds,30+,0,Yes
4902,49,manual worker,Sunday,At least once a week,Other,Nonphysical,1h - <2h,45-54Y olds,45-54Y olds,Oct-19,0,Yes
4902,49,manual worker,Sunday,Daily or almost daily,Household member,Physical,>4h,35-44y olds,45-54Y olds,Oct-19,0,Yes
4902,49,manual worker,Sunday,At least once a week,Friend,Nonphysical,1h - <2h,35-44y olds,45-54Y olds,Oct-19,0,Yes
4902,49,manual worker,Sunday,Daily or almost daily,Other relative,Nonphysical,1h - <2h,65+y olds,45-54Y olds,Oct-19,0,Yes
4902,49,manual worker,Sunday,At least once a week,Other,Nonphysical,1h - <2h,25-34y olds,45-54Y olds,Oct-19,0,Yes
4902,49,manual worker,Sunday,At least once a week,Other relative,Nonphysical,1h - <2h,25-34y olds,45-54Y olds,Oct-19,0,Yes
4902,49,manual worker,Sunday,Daily or almost daily,Household member,Physical,>4h,2-4y olds,45-54Y olds,Oct-19,0,Yes
4904,49,school college university student,Sunday,Daily or almost daily,Friend,Physical,2h - <4h,2-4y olds,5-9y olds,0-9,0,Yes
4904,49,school college university student,Sunday,Daily or almost daily,Friend,Physical,>4h,2-4y olds,5-9y olds,0-9,0,Yes
4904,49,school college university student,Sunday,Daily or almost daily,Friend,Physical,2h - <4h,2-4y olds,5-9y olds,0-9,0,Yes
4904,49,school college university student,Sunday,Daily or almost daily,Household member,Physical,>4h,35-44y olds,5-9y olds,0-9,0,Yes
4906,49,others,Sunday,Daily or almost daily,Household member,Physical,>4h,45-54Y olds,15-24y olds,Oct-19,0,Yes
4906,49,others,Sunday,Daily or almost daily,Other,Nonphysical,2h - <4h,45-54Y olds,15-24y olds,Oct-19,0,Yes
4906,49,others,Sunday,At least once a week,Other relative,Nonphysical,15mins - <1h,35-44y olds,15-24y olds,Oct-19,0,Yes
4906,49,others,Sunday,At least once a week,Other relative,Nonphysical,15mins - <1h,25-34y olds,15-24y olds,Oct-19,0,Yes
4906,49,others,Sunday,Daily or almost daily,Friend,Nonphysical,1h - <2h,55-64y olds,15-24y olds,Oct-19,0,Yes
4906,49,others,Sunday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,15-24y olds,Oct-19,0,Yes
4906,49,others,Sunday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,15-24y olds,Oct-19,0,Yes
4910,49,shop worker,Sunday,At least once a week,Friend,Physical,>4h,25-34y olds,25-34y olds,0-9,0,Yes
4910,49,shop worker,Sunday,At least once a week,Friend,Nonphysical,1h - <2h,15-24y olds,25-34y olds,0-9,0,Yes
4910,49,shop worker,Sunday,At least once a week,Friend,Nonphysical,2h - <4h,15-24y olds,25-34y olds,0-9,0,Yes
4910,49,shop worker,Sunday,Daily or almost daily,Other relative,Physical,2h - <4h,15-24y olds,25-34y olds,0-9,0,Yes
4913,49,school college university student,Sunday,Daily or almost daily,Friend,Physical,2h - <4h,2-4y olds,5-9y olds,0-9,0,Yes
4913,49,school college university student,Sunday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,5-9y olds,0-9,0,Yes
4913,49,school college university student,Sunday,Daily or almost daily,Friend,Physical,2h - <4h,5-9y olds,5-9y olds,0-9,0,Yes
4913,49,school college university student,Sunday,Daily or almost daily,Household member,Physical,>4h,2-4y olds,5-9y olds,0-9,0,Yes
4913,49,school college university student,Sunday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,5-9y olds,0-9,0,Yes
4917,49,housewife,Sunday,Daily or almost daily,Other,Physical,2h - <4h,35-44y olds,35-44y olds,Don't know,10,Yes
4917,49,housewife,Sunday,At least once a month,Other,Physical,2h - <4h,45-54Y olds,35-44y olds,Don't know,10,Yes
4917,49,housewife,Sunday,Daily or almost daily,Household member,Nonphysical,>4h,25-34y olds,35-44y olds,Don't know,0,Yes
4917,49,housewife,Sunday,Daily or almost daily,Household member,Nonphysical,>4h,15-24y olds,35-44y olds,Don't know,0,Yes
4917,49,housewife,Sunday,Daily or almost daily,Household member,Nonphysical,>4h,25-34y olds,35-44y olds,Don't know,0,Yes
4917,49,housewife,Sunday,Daily or almost daily,Household member,Physical,>4h,55-64y olds,35-44y olds,Don't know,0,Yes
4917,49,housewife,Sunday,Daily or almost daily,Household member,Nonphysical,>4h,25-34y olds,35-44y olds,Don't know,0,Yes
4917,49,housewife,Sunday,Daily or almost daily,Household member,Nonphysical,>4h,15-24y olds,35-44y olds,Don't know,0,Yes
4917,49,housewife,Sunday,Daily or almost daily,Household member,Nonphysical,>4h,25-34y olds,35-44y olds,Don't know,0,Yes
4920,49,pre-school child,Sunday,Daily or almost daily,Household member,Physical,>4h,10-14y olds,2-4y olds,Don't know,0,Yes
4920,49,pre-school child,Sunday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,2-4y olds,Don't know,0,Yes
4920,49,pre-school child,Sunday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,2-4y olds,Don't know,0,Yes
4920,49,pre-school child,Sunday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,2-4y olds,Don't know,0,Yes
4920,49,pre-school child,Sunday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,2-4y olds,Don't know,0,Yes
4920,49,pre-school child,Sunday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,2-4y olds,Don't know,0,Yes
4920,49,pre-school child,Sunday,Daily or almost daily,Household member,Physical,>4h,2-4y olds,2-4y olds,Don't know,0,Yes
4920,49,pre-school child,Sunday,Daily or almost daily,Household member,Physical,>4h,55-64y olds,2-4y olds,Don't know,0,Yes
4920,49,pre-school child,Sunday,Daily or almost daily,Household member,Physical,>4h,65+y olds,2-4y olds,Don't know,0,Yes
4920,49,pre-school child,Sunday,Daily or almost daily,Household member,Physical,>4h,2-4y olds,2-4y olds,Don't know,0,Yes
4921,49,manual worker,Sunday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,65+y olds,0-9,0,Yes
4921,49,manual worker,Sunday,Daily or almost daily,Household member,Physical,>4h,<2y olds,65+y olds,0-9,0,Yes
4929,49,manual worker,Sunday,Daily or almost daily,Household member,Physical,>4h,10-14y olds,55-64y olds,0-9,0,Yes
4929,49,manual worker,Sunday,Daily or almost daily,Household member,Physical,>4h,35-44y olds,55-64y olds,0-9,0,Yes
5002,50,housewife,Monday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,45-54Y olds,0-9,0,Yes
5002,50,housewife,Monday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,45-54Y olds,0-9,0,Yes
5002,50,housewife,Monday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,45-54Y olds,0-9,0,Yes
5002,50,housewife,Monday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,45-54Y olds,0-9,0,Yes
5002,50,housewife,Monday,Daily or almost daily,Friend,Nonphysical,2h - <4h,55-64y olds,45-54Y olds,0-9,0,Yes
5002,50,housewife,Monday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,45-54Y olds,0-9,0,Yes
5002,50,housewife,Monday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,45-54Y olds,0-9,0,Yes
5002,50,housewife,Monday,Daily or almost daily,Other,Physical,2h - <4h,25-34y olds,45-54Y olds,0-9,0,Yes
5002,50,housewife,Monday,Daily or almost daily,Household member,Physical,>4h,45-54Y olds,45-54Y olds,0-9,0,Yes
5002,50,housewife,Monday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,45-54Y olds,0-9,0,Yes
5004,50,school college university student,Monday,Daily or almost daily,Colleague or schoolmate,Physical,>4h,5-9y olds,5-9y olds,Oct-19,0,Yes
5004,50,school college university student,Monday,Daily or almost daily,Household member,Physical,>4h,35-44y olds,5-9y olds,Oct-19,0,Yes
5004,50,school college university student,Monday,Daily or almost daily,Colleague or schoolmate,Physical,>4h,5-9y olds,5-9y olds,Oct-19,0,Yes
5004,50,school college university student,Monday,Daily or almost daily,Colleague or schoolmate,Physical,>4h,5-9y olds,5-9y olds,Oct-19,0,Yes
5004,50,school college university student,Monday,Daily or almost daily,Household member,Physical,>4h,2-4y olds,5-9y olds,Oct-19,0,Yes
5004,50,school college university student,Monday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,5-9y olds,Oct-19,0,Yes
5004,50,school college university student,Monday,Daily or almost daily,Household member,Physical,>4h,2-4y olds,5-9y olds,Oct-19,0,Yes
5004,50,school college university student,Monday,Daily or almost daily,Friend,Physical,15mins - <1h,2-4y olds,5-9y olds,Oct-19,0,Yes
5004,50,school college university student,Monday,Daily or almost daily,Friend,Physical,15mins - <1h,2-4y olds,5-9y olds,Oct-19,0,Yes
5006,50,others,Monday,Daily or almost daily,Other,Nonphysical,<15mins,45-54Y olds,65+y olds,0-9,0,Yes
5006,50,others,Monday,Daily or almost daily,Other relative,Nonphysical,2h - <4h,35-44y olds,65+y olds,0-9,0,Yes
5006,50,others,Monday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,65+y olds,0-9,0,Yes
5006,50,others,Monday,Daily or almost daily,Household member,Physical,>4h,45-54Y olds,65+y olds,0-9,0,Yes
5006,50,others,Monday,Daily or almost daily,Other relative,Nonphysical,2h - <4h,45-54Y olds,65+y olds,0-9,0,Yes
5010,50,housewife,Monday,Daily or almost daily,Household member,Physical,>4h,10-14y olds,35-44y olds,Oct-19,0,Yes
5010,50,housewife,Monday,Daily or almost daily,Other,Physical,>4h,25-34y olds,35-44y olds,Oct-19,0,Yes
5010,50,housewife,Monday,Daily or almost daily,Household member,Physical,>4h,35-44y olds,35-44y olds,Oct-19,0,Yes
5010,50,housewife,Monday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,35-44y olds,Oct-19,0,Yes
5010,50,housewife,Monday,At least once a week,Other,Nonphysical,<15mins,45-54Y olds,35-44y olds,Oct-19,0,Yes
5010,50,housewife,Monday,At least once a week,Friend,Physical,15mins - <1h,35-44y olds,35-44y olds,Oct-19,0,Yes
5010,50,housewife,Monday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,35-44y olds,Oct-19,0,Yes
5010,50,housewife,Monday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,35-44y olds,Oct-19,0,Yes
5012,50,pre-school child,Monday,Daily or almost daily,Household member,Physical,>4h,65+y olds,2-4y olds,0-9,0,Yes
5012,50,pre-school child,Monday,Daily or almost daily,Household member,Physical,>4h,<2y olds,2-4y olds,0-9,0,Yes
5012,50,pre-school child,Monday,Daily or almost daily,Household member,Physical,>4h,65+y olds,2-4y olds,0-9,0,Yes
5012,50,pre-school child,Monday,At least once a month,Other,Physical,2h - <4h,45-54Y olds,2-4y olds,0-9,7.1,Yes
5012,50,pre-school child,Monday,Daily or almost daily,Household member,Physical,15mins - <1h,5-9y olds,2-4y olds,0-9,0,Yes
5014,50,pre-school child,Monday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,<2y olds,0-9,0,Yes
5014,50,pre-school child,Monday,Daily or almost daily,Other relative,Physical,1h - <2h,25-34y olds,<2y olds,0-9,0,Yes
5014,50,pre-school child,Monday,At least once a week,Other relative,Physical,1h - <2h,35-44y olds,<2y olds,0-9,0,Yes
5014,50,pre-school child,Monday,Daily or almost daily,Other relative,Physical,1h - <2h,15-24y olds,<2y olds,0-9,0,Yes
5014,50,pre-school child,Monday,Daily or almost daily,Other relative,Physical,1h - <2h,45-54Y olds,<2y olds,0-9,0,Yes
5014,50,pre-school child,Monday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,<2y olds,0-9,0,Yes
5017,50,agriculture,Monday,Less than once a month,Friend,Physical,15mins - <1h,45-54Y olds,45-54Y olds,0-9,11.2,Yes
5017,50,agriculture,Monday,Daily or almost daily,Household member,Nonphysical,2h - <4h,15-24y olds,45-54Y olds,0-9,0,Yes
5017,50,agriculture,Monday,Daily or almost daily,Household member,Nonphysical,2h - <4h,10-14y olds,45-54Y olds,0-9,0,Yes
5017,50,agriculture,Monday,Less than once a month,Other,Physical,15mins - <1h,35-44y olds,45-54Y olds,0-9,11.2,Yes
5017,50,agriculture,Monday,Daily or almost daily,Household member,Physical,>4h,35-44y olds,45-54Y olds,0-9,0,Yes
5017,50,agriculture,Monday,At least once a week,Other,Nonphysical,15mins - <1h,45-54Y olds,45-54Y olds,0-9,0,Yes
5017,50,agriculture,Monday,At least once a month,Other,Nonphysical,15mins - <1h,45-54Y olds,45-54Y olds,0-9,0,Yes
5017,50,agriculture,Monday,Daily or almost daily,Household member,Nonphysical,2h - <4h,15-24y olds,45-54Y olds,0-9,0,Yes
5020,50,school college university student,Monday,Daily or almost daily,Household member,Physical,2h - <4h,25-34y olds,2-4y olds,0-9,0,Yes
5020,50,school college university student,Monday,Daily or almost daily,Household member,Physical,2h - <4h,2-4y olds,2-4y olds,0-9,0,Yes
5020,50,school college university student,Monday,Daily or almost daily,Household member,Physical,2h - <4h,55-64y olds,2-4y olds,0-9,0,Yes
5020,50,school college university student,Monday,Daily or almost daily,Household member,Physical,>4h,10-14y olds,2-4y olds,0-9,0,Yes
5020,50,school college university student,Monday,Daily or almost daily,Household member,Physical,2h - <4h,15-24y olds,2-4y olds,0-9,0,Yes
5020,50,school college university student,Monday,Daily or almost daily,Household member,Physical,2h - <4h,5-9y olds,2-4y olds,0-9,0,Yes
5020,50,school college university student,Monday,Daily or almost daily,Household member,Nonphysical,1h - <2h,<2y olds,2-4y olds,0-9,0,Yes
5021,50,others,Monday,Daily or almost daily,Other relative,Nonphysical,1h - <2h,45-54Y olds,65+y olds,0-9,0,Yes
5021,50,others,Monday,Daily or almost daily,Other relative,Nonphysical,<15mins,35-44y olds,65+y olds,0-9,0,Yes
5021,50,others,Monday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,65+y olds,0-9,0,Yes
5102,51,agriculture,Sunday,At least once a week,Friend,Nonphysical,<15mins,35-44y olds,65+y olds,Oct-19,12.8,Yes
5102,51,agriculture,Sunday,Daily or almost daily,Household member,Physical,>4h,45-54Y olds,65+y olds,Oct-19,0,Yes
5104,51,school college university student,Sunday,Daily or almost daily,Household member,Physical,>4h,2-4y olds,10-14y olds,0-9,0,Yes
5104,51,school college university student,Sunday,Daily or almost daily,Household member,Physical,>4h,<2y olds,10-14y olds,0-9,0,Yes
5104,51,school college university student,Sunday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,10-14y olds,0-9,0,Yes
5104,51,school college university student,Sunday,Daily or almost daily,Household member,Physical,>4h,35-44y olds,10-14y olds,0-9,0,Yes
5104,51,school college university student,Sunday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,10-14y olds,0-9,0,Yes
5106,51,agriculture,Sunday,Daily or almost daily,Household member,Physical,>4h,45-54Y olds,35-44y olds,30+,0,Yes
5106,51,agriculture,Sunday,Daily or almost daily,Household member,Physical,>4h,2-4y olds,35-44y olds,30+,0,Yes
5106,51,agriculture,Sunday,At least once a week,Friend,Physical,>4h,35-44y olds,35-44y olds,30+,9.2,Yes
5106,51,agriculture,Sunday,Daily or almost daily,Household member,Nonphysical,>4h,5-9y olds,35-44y olds,30+,0,Yes
5106,51,agriculture,Sunday,Daily or almost daily,Household member,Nonphysical,>4h,15-24y olds,35-44y olds,30+,0,Yes
5106,51,agriculture,Sunday,Daily or almost daily,Household member,Nonphysical,>4h,10-14y olds,35-44y olds,30+,0,Yes
5106,51,agriculture,Sunday,At least once a week,Friend,Physical,>4h,25-34y olds,35-44y olds,30+,9.2,Yes
5106,51,agriculture,Sunday,At least once a week,Friend,Physical,>4h,55-64y olds,35-44y olds,30+,9.2,Yes
5106,51,agriculture,Sunday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,35-44y olds,30+,0,Yes
5110,51,agriculture,Sunday,Daily or almost daily,Household member,Physical,>4h,10-14y olds,35-44y olds,30+,0,Yes
5110,51,agriculture,Sunday,Daily or almost daily,Friend,Physical,>4h,35-44y olds,35-44y olds,30+,0,Yes
5110,51,agriculture,Sunday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,35-44y olds,30+,0,Yes
5110,51,agriculture,Sunday,Daily or almost daily,Other relative,Nonphysical,2h - <4h,45-54Y olds,35-44y olds,30+,0,Yes
5110,51,agriculture,Sunday,At least once a week,Friend,Physical,>4h,35-44y olds,35-44y olds,30+,0,Yes
5110,51,agriculture,Sunday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,35-44y olds,30+,0,Yes
5110,51,agriculture,Sunday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,35-44y olds,30+,0,Yes
5110,51,agriculture,Sunday,Daily or almost daily,Friend,Nonphysical,15mins - <1h,55-64y olds,35-44y olds,30+,0,Yes
5110,51,agriculture,Sunday,At least once a week,Friend,Physical,>4h,25-34y olds,35-44y olds,30+,0,Yes
5112,51,pre-school child,Sunday,Daily or almost daily,Household member,Physical,2h - <4h,25-34y olds,2-4y olds,0-9,0,Yes
5112,51,pre-school child,Sunday,Daily or almost daily,Other relative,Physical,15mins - <1h,55-64y olds,2-4y olds,0-9,0,Yes
5112,51,pre-school child,Sunday,Daily or almost daily,Household member,Nonphysical,1h - <2h,35-44y olds,2-4y olds,0-9,0,Yes
5112,51,pre-school child,Sunday,At least once a week,Other relative,Physical,1h - <2h,5-9y olds,2-4y olds,0-9,0,Yes
5112,51,pre-school child,Sunday,Daily or almost daily,Other relative,Physical,15mins - <1h,65+y olds,2-4y olds,0-9,0,Yes
5112,51,pre-school child,Sunday,Daily or almost daily,Household member,Physical,2h - <4h,2-4y olds,2-4y olds,0-9,0,Yes
5112,51,pre-school child,Sunday,Daily or almost daily,Other relative,Physical,1h - <2h,15-24y olds,2-4y olds,0-9,0,Yes
5112,51,pre-school child,Sunday,Daily or almost daily,Household member,Physical,2h - <4h,5-9y olds,2-4y olds,0-9,0,Yes
5117,51,agriculture,Sunday,Daily or almost daily,Household member,Physical,15mins - <1h,15-24y olds,65+y olds,0-9,0,Yes
5117,51,agriculture,Sunday,Daily or almost daily,Household member,Physical,>4h,65+y olds,65+y olds,0-9,0,Yes
5117,51,agriculture,Sunday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,65+y olds,0-9,0,Yes
5120,51,pre-school child,Sunday,Daily or almost daily,Household member,Physical,2h - <4h,5-9y olds,2-4y olds,0-9,0,Yes
5120,51,pre-school child,Sunday,Daily or almost daily,Household member,Physical,2h - <4h,10-14y olds,2-4y olds,0-9,0,Yes
5120,51,pre-school child,Sunday,Daily or almost daily,Household member,Physical,2h - <4h,35-44y olds,2-4y olds,0-9,0,Yes
5120,51,pre-school child,Sunday,Daily or almost daily,Household member,Physical,2h - <4h,2-4y olds,2-4y olds,0-9,0,Yes
5120,51,pre-school child,Sunday,Daily or almost daily,Other relative,Physical,1h - <2h,65+y olds,2-4y olds,0-9,0,Yes
5120,51,pre-school child,Sunday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,2-4y olds,0-9,0,Yes
5120,51,pre-school child,Sunday,Daily or almost daily,Other relative,Physical,1h - <2h,45-54Y olds,2-4y olds,0-9,0,Yes
5121,51,school college university student,Sunday,At least once a week,Other relative,Physical,2h - <4h,45-54Y olds,15-24y olds,Don't know,0,Yes
5121,51,school college university student,Sunday,Daily or almost daily,Colleague or schoolmate,Physical,2h - <4h,10-14y olds,15-24y olds,Don't know,0,Yes
5121,51,school college university student,Sunday,Daily or almost daily,Household member,Physical,>4h,2-4y olds,15-24y olds,Don't know,0,Yes
5121,51,school college university student,Sunday,Daily or almost daily,Other relative,Physical,2h - <4h,5-9y olds,15-24y olds,Don't know,0,Yes
5121,51,school college university student,Sunday,Daily or almost daily,Household member,Physical,>4h,35-44y olds,15-24y olds,Don't know,0,Yes
5121,51,school college university student,Sunday,Daily or almost daily,Colleague or schoolmate,Physical,2h - <4h,15-24y olds,15-24y olds,Don't know,0,Yes
5121,51,school college university student,Sunday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,15-24y olds,Don't know,0,Yes
5121,51,school college university student,Sunday,Daily or almost daily,Colleague or schoolmate,Physical,2h - <4h,10-14y olds,15-24y olds,Don't know,0,Yes
5121,51,school college university student,Sunday,Daily or almost daily,Household member,Physical,>4h,10-14y olds,15-24y olds,Don't know,0,Yes
5121,51,school college university student,Sunday,Daily or almost daily,Household member,Physical,>4h,10-14y olds,15-24y olds,Don't know,0,Yes
5121,51,school college university student,Sunday,Daily or almost daily,Other relative,Physical,2h - <4h,10-14y olds,15-24y olds,Don't know,0,Yes
5121,51,school college university student,Sunday,Daily or almost daily,Other relative,Physical,2h - <4h,10-14y olds,15-24y olds,Don't know,0,Yes
5121,51,school college university student,Sunday,Daily or almost daily,Other relative,Physical,2h - <4h,10-14y olds,15-24y olds,Don't know,0,Yes
5121,51,school college university student,Sunday,Daily or almost daily,Colleague or schoolmate,Physical,2h - <4h,15-24y olds,15-24y olds,Don't know,0,Yes
5121,51,school college university student,Sunday,Daily or almost daily,Other relative,Physical,2h - <4h,5-9y olds,15-24y olds,Don't know,0,Yes
5121,51,school college university student,Sunday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,15-24y olds,Don't know,0,Yes
5121,51,school college university student,Sunday,Daily or almost daily,Household member,Physical,>4h,35-44y olds,15-24y olds,Don't know,0,Yes
5123,51,school college university student,Sunday,Daily or almost daily,Friend,Nonphysical,1h - <2h,15-24y olds,10-14y olds,0-9,0,Yes
5123,51,school college university student,Sunday,Daily or almost daily,Household member,Physical,>4h,35-44y olds,10-14y olds,0-9,0,Yes
5123,51,school college university student,Sunday,Daily or almost daily,Friend,Nonphysical,1h - <2h,15-24y olds,10-14y olds,0-9,0,Yes
5123,51,school college university student,Sunday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,10-14y olds,0-9,0,Yes
5123,51,school college university student,Sunday,Daily or almost daily,Household member,Physical,>4h,10-14y olds,10-14y olds,0-9,0,Yes
5123,51,school college university student,Sunday,At least once a week,Colleague or schoolmate,Nonphysical,1h - <2h,15-24y olds,10-14y olds,0-9,0,Yes
5123,51,school college university student,Sunday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,10-14y olds,0-9,0,Yes
5123,51,school college university student,Sunday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,10-14y olds,0-9,0,Yes
5123,51,school college university student,Sunday,Daily or almost daily,Friend,Nonphysical,1h - <2h,10-14y olds,10-14y olds,0-9,0,Yes
5123,51,school college university student,Sunday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,10-14y olds,0-9,0,Yes
5123,51,school college university student,Sunday,At least once a month,Colleague or schoolmate,Nonphysical,2h - <4h,10-14y olds,10-14y olds,0-9,0,Yes
5123,51,school college university student,Sunday,Daily or almost daily,Friend,Nonphysical,1h - <2h,15-24y olds,10-14y olds,0-9,0,Yes
5127,51,school college university student,Sunday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,10-14y olds,Don't know,0,Yes
5127,51,school college university student,Sunday,Daily or almost daily,Household member,Physical,>4h,2-4y olds,10-14y olds,Don't know,0,Yes
5127,51,school college university student,Sunday,Daily or almost daily,Household member,Physical,>4h,45-54Y olds,10-14y olds,Don't know,0,Yes
5127,51,school college university student,Sunday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,10-14y olds,Don't know,0,Yes
5127,51,school college university student,Sunday,Daily or almost daily,Household member,Physical,>4h,45-54Y olds,10-14y olds,Don't know,0,Yes
5202,52,agriculture,Tuesday,Daily or almost daily,Other relative,Nonphysical,1h - <2h,25-34y olds,45-54Y olds,0-9,0,Yes
5202,52,agriculture,Tuesday,Daily or almost daily,Household member,Physical,>4h,45-54Y olds,45-54Y olds,0-9,0,Yes
5202,52,agriculture,Tuesday,Daily or almost daily,Household member,Nonphysical,>4h,15-24y olds,45-54Y olds,0-9,0,Yes
5202,52,agriculture,Tuesday,Daily or almost daily,Household member,Nonphysical,>4h,15-24y olds,45-54Y olds,0-9,0,Yes
5202,52,agriculture,Tuesday,Daily or almost daily,Household member,Nonphysical,>4h,15-24y olds,45-54Y olds,0-9,0,Yes
5204,52,school college university student,Tuesday,Daily or almost daily,Household member,Physical,>4h,<2y olds,10-14y olds,30+,0,Yes
5204,52,school college university student,Tuesday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,10-14y olds,30+,0,Yes
5204,52,school college university student,Tuesday,Daily or almost daily,Household member,Nonphysical,>4h,15-24y olds,10-14y olds,30+,0,Yes
5204,52,school college university student,Tuesday,Daily or almost daily,Household member,Physical,>4h,2-4y olds,10-14y olds,30+,0,Yes
